               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  32,            0.039325,            0.027484,           0.0024253,             0.79161,             0.74171,             0.79903,             0.50226,            0.035871,            0.012799,           0.0017181,             0.00442,             0.00442,             0.00442
                  33,            0.039158,            0.028909,           0.0022315,             0.80739,             0.73214,             0.78774,             0.49828,            0.035557,            0.012981,           0.0017496,             0.00424,             0.00424,             0.00424
                  34,            0.039747,            0.027792,           0.0024659,             0.81454,             0.72097,             0.79677,             0.49402,            0.035833,            0.013021,           0.0030869,             0.00406,             0.00406,             0.00406
                  35,            0.039657,            0.028407,           0.0022347,             0.76752,             0.74885,             0.79002,             0.50104,            0.035294,            0.012829,           0.0018269,             0.00388,             0.00388,             0.00388
                  36,            0.039952,            0.028084,           0.0022789,              0.8182,             0.73061,             0.80158,             0.50095,            0.035175,            0.012881,           0.0015244,              0.0037,              0.0037,              0.0037
                  37,            0.038892,            0.027265,           0.0022601,             0.83456,             0.72265,             0.80064,              0.5067,            0.035722,            0.012711,           0.0011106,             0.00352,             0.00352,             0.00352
                  38,            0.038824,            0.027814,           0.0020727,             0.84414,             0.74809,             0.81222,              0.5125,            0.035366,            0.012785,           0.0019339,             0.00334,             0.00334,             0.00334
                  39,            0.039386,            0.028203,           0.0018383,              0.8184,             0.76484,             0.81886,              0.5234,            0.034998,            0.012363,           0.0010108,             0.00316,             0.00316,             0.00316
                  40,            0.038678,            0.027737,           0.0018774,             0.84349,             0.74789,             0.81075,             0.52027,             0.03466,            0.012375,          0.00083635,             0.00298,             0.00298,             0.00298
                  41,            0.038526,            0.028071,           0.0019226,             0.81818,              0.7667,              0.8214,             0.52286,            0.034495,            0.012341,            0.001411,              0.0028,              0.0028,              0.0028
                  42,            0.039194,            0.028078,           0.0017806,             0.85431,             0.72454,             0.81005,             0.51641,            0.034775,            0.012578,           0.0017067,             0.00262,             0.00262,             0.00262
                  43,            0.038251,            0.026944,           0.0019128,             0.83797,             0.75803,             0.81735,             0.52739,             0.03383,            0.012422,          0.00097942,             0.00244,             0.00244,             0.00244
                  44,            0.037281,            0.026773,            0.001663,             0.82276,             0.76647,              0.8271,             0.53346,            0.033845,            0.012312,            0.001269,             0.00226,             0.00226,             0.00226
                  45,            0.037938,            0.027078,           0.0016383,             0.85711,             0.74188,             0.82906,              0.5339,            0.033764,            0.012228,           0.0010095,             0.00208,             0.00208,             0.00208
                  46,            0.037791,            0.027091,           0.0017827,             0.85671,             0.76734,             0.83318,             0.54345,            0.033566,            0.012133,           0.0013002,              0.0019,              0.0019,              0.0019
                  47,            0.037433,            0.026528,           0.0015887,             0.83112,             0.76952,             0.82463,             0.53051,            0.033797,            0.012405,           0.0010864,             0.00172,             0.00172,             0.00172
                  48,            0.037874,             0.02703,            0.001518,             0.84079,             0.78049,             0.83526,             0.54922,            0.033328,            0.012078,          0.00093107,             0.00154,             0.00154,             0.00154
                  49,            0.037753,            0.027005,           0.0013425,             0.82169,             0.77806,             0.83574,             0.54042,            0.033381,            0.012158,            0.000752,             0.00136,             0.00136,             0.00136
