               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.044027,            0.030765,           0.0034036,             0.70966,             0.69807,             0.73321,             0.43027,            0.038885,            0.014544,           0.0012166,              0.0037,              0.0037,              0.0037
                  37,            0.043024,            0.030017,           0.0034065,             0.73497,             0.69196,             0.74656,             0.43896,            0.039257,            0.013622,           0.0020694,             0.00352,             0.00352,             0.00352
                  38,            0.043177,            0.030499,           0.0030512,             0.74181,             0.69408,             0.74059,             0.43369,            0.039306,            0.013903,           0.0018725,             0.00334,             0.00334,             0.00334
                  39,            0.043568,            0.030956,           0.0028935,             0.72406,             0.69925,             0.74589,             0.44417,            0.038868,            0.013516,           0.0012016,             0.00316,             0.00316,             0.00316
                  40,            0.042755,            0.030445,           0.0032277,             0.71677,             0.70953,             0.75637,             0.45267,            0.038655,            0.013512,           0.0011676,             0.00298,             0.00298,             0.00298
                  41,            0.042853,            0.030859,           0.0027064,             0.75864,             0.70621,             0.76445,             0.44903,            0.038704,             0.01353,           0.0013357,              0.0028,              0.0028,              0.0028
                  42,            0.043305,            0.030917,            0.002882,             0.76359,             0.69064,             0.75842,             0.45145,            0.037984,            0.013628,            0.001466,             0.00262,             0.00262,             0.00262
                  43,            0.042434,            0.029677,           0.0029105,             0.77858,             0.69424,             0.75392,             0.45512,            0.038143,            0.013788,           0.0013351,             0.00244,             0.00244,             0.00244
                  44,            0.041485,            0.029593,           0.0028366,             0.76403,             0.69354,             0.75664,             0.44878,            0.038852,             0.01353,           0.0022593,             0.00226,             0.00226,             0.00226
                  45,            0.042109,            0.029861,           0.0027172,             0.74652,             0.71783,             0.75801,              0.4613,            0.038203,            0.013291,           0.0014111,             0.00208,             0.00208,             0.00208
                  46,            0.041972,            0.029881,           0.0024958,             0.75433,             0.70798,             0.76521,             0.45873,            0.038187,            0.013517,           0.0012162,              0.0019,              0.0019,              0.0019
                  47,            0.041443,            0.029151,           0.0024571,             0.76887,             0.70792,                0.76,             0.45222,            0.038216,            0.013546,           0.0013877,             0.00172,             0.00172,             0.00172
                  48,            0.041908,            0.029816,           0.0023968,             0.76057,             0.72676,             0.76459,              0.4654,            0.037375,            0.013354,           0.0012905,             0.00154,             0.00154,             0.00154
                  49,            0.041987,            0.029843,           0.0022678,             0.73094,             0.73886,             0.76632,             0.46441,            0.037492,            0.013342,            0.001412,             0.00136,             0.00136,             0.00136
