               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.037538,             0.02671,           0.0022347,             0.87113,             0.76835,             0.84228,             0.55035,            0.032461,            0.012519,           0.0011737,            0.006535,            0.006535,            0.006535
                  37,            0.036731,            0.026003,           0.0024153,             0.84927,             0.79038,             0.85275,             0.56003,            0.031448,            0.011758,           0.0012577,            0.006436,            0.006436,            0.006436
                  38,            0.036566,            0.026299,           0.0024858,             0.83831,             0.79742,             0.84251,             0.54055,             0.03371,            0.012247,           0.0011744,            0.006337,            0.006337,            0.006337
                  39,            0.036845,            0.027005,           0.0019908,             0.88334,             0.74579,             0.83789,             0.53652,              0.0319,            0.012624,           0.0020153,            0.006238,            0.006238,            0.006238
                  40,             0.03616,            0.026294,           0.0022496,             0.85595,             0.78304,             0.83749,             0.54586,            0.031908,            0.012178,           0.0016558,            0.006139,            0.006139,            0.006139
                  41,            0.036205,            0.026652,           0.0019908,             0.84625,             0.79225,             0.85056,             0.55992,            0.032567,            0.011902,           0.0012301,             0.00604,             0.00604,             0.00604
                  42,            0.036825,            0.026689,           0.0019026,              0.8572,             0.77292,             0.84112,             0.54701,            0.032338,            0.012449,           0.0022877,            0.005941,            0.005941,            0.005941
                  43,            0.036022,            0.025676,           0.0021415,             0.85483,             0.74506,             0.84036,             0.54507,             0.03182,            0.012139,           0.0020814,            0.005842,            0.005842,            0.005842
                  44,            0.035105,             0.02536,           0.0020085,             0.87219,             0.77956,             0.85129,              0.5523,            0.031417,            0.011982,           0.0020808,            0.005743,            0.005743,            0.005743
                  45,            0.035568,            0.025884,           0.0019804,             0.85582,             0.78873,             0.84459,             0.57204,            0.031153,            0.012213,           0.0013926,            0.005644,            0.005644,            0.005644
                  46,            0.035518,            0.025847,           0.0021485,             0.84114,              0.7708,             0.84257,             0.56805,            0.031416,             0.01274,           0.0016586,            0.005545,            0.005545,            0.005545
                  47,            0.035421,            0.025306,           0.0018504,             0.85761,             0.77982,             0.84698,             0.57121,            0.031537,            0.012094,           0.0015403,            0.005446,            0.005446,            0.005446
                  48,            0.035367,            0.025715,           0.0016969,             0.84784,             0.78377,             0.84897,             0.57404,            0.030789,            0.011925,           0.0017327,            0.005347,            0.005347,            0.005347
                  49,             0.03559,            0.025917,             0.00182,             0.84554,             0.77874,             0.84214,              0.5539,            0.031546,            0.012487,           0.0010919,            0.005248,            0.005248,            0.005248
                  50,            0.035017,            0.025254,           0.0019082,             0.88525,             0.78188,             0.85497,             0.56632,            0.030954,            0.011791,           0.0016771,            0.005149,            0.005149,            0.005149
                  51,            0.034809,            0.025042,           0.0017069,             0.84532,             0.79791,             0.85343,             0.56074,            0.031696,            0.011973,           0.0013659,             0.00505,             0.00505,             0.00505
                  52,            0.034547,            0.025267,           0.0017147,               0.854,             0.78958,             0.85105,              0.5612,            0.031192,            0.012264,          0.00086488,            0.004951,            0.004951,            0.004951
                  53,            0.034324,             0.02496,           0.0017104,             0.85811,             0.78745,              0.8478,             0.55306,            0.031285,            0.011939,           0.0030961,            0.004852,            0.004852,            0.004852
                  54,            0.034658,            0.024491,           0.0015568,              0.8664,             0.79167,             0.86441,             0.58413,            0.030237,            0.011624,          0.00064747,            0.004753,            0.004753,            0.004753
                  55,            0.034303,             0.02467,           0.0016374,              0.8915,             0.79795,             0.86647,             0.59496,            0.030266,            0.011569,           0.0011147,            0.004654,            0.004654,            0.004654
                  56,            0.034157,            0.024951,           0.0015247,             0.87134,             0.80063,             0.86826,             0.58289,            0.030361,            0.011586,           0.0012437,            0.004555,            0.004555,            0.004555
                  57,             0.03397,            0.024019,            0.001511,             0.89497,             0.79364,              0.8717,             0.59474,            0.029683,            0.011425,          0.00099319,            0.004456,            0.004456,            0.004456
                  58,            0.034102,            0.025223,           0.0015126,             0.90535,              0.7828,             0.87431,              0.5963,            0.029442,            0.011277,          0.00088851,            0.004357,            0.004357,            0.004357
                  59,            0.034028,            0.024722,           0.0015613,             0.87759,             0.80744,             0.87082,             0.59856,            0.029697,             0.01167,          0.00081582,            0.004258,            0.004258,            0.004258
                  60,              0.0338,             0.02413,            0.001443,              0.8798,             0.78446,             0.86438,               0.597,            0.029496,            0.011525,           0.0006181,            0.004159,            0.004159,            0.004159
                  61,            0.033419,            0.024873,           0.0014789,             0.90217,             0.78518,             0.86146,             0.59747,            0.029702,            0.011804,          0.00088968,             0.00406,             0.00406,             0.00406
                  62,             0.03341,            0.024699,           0.0012752,             0.86604,             0.78624,             0.85103,             0.57792,            0.030495,            0.012088,          0.00088987,            0.003961,            0.003961,            0.003961
                  63,            0.033531,            0.024619,           0.0014866,             0.89799,             0.80219,             0.87132,               0.604,            0.029419,            0.011466,           0.0012221,            0.003862,            0.003862,            0.003862
                  64,            0.032952,            0.023953,            0.001428,             0.89961,             0.79019,             0.86738,             0.60222,            0.029625,            0.011483,          0.00090228,            0.003763,            0.003763,            0.003763
                  65,            0.032778,            0.024151,           0.0015212,             0.89537,             0.81822,             0.87858,             0.61485,            0.028835,            0.011386,          0.00048423,            0.003664,            0.003664,            0.003664
                  66,            0.032723,            0.024218,           0.0013051,             0.90531,             0.79083,             0.86504,             0.60582,            0.029289,            0.011642,          0.00097876,            0.003565,            0.003565,            0.003565
                  67,            0.032899,            0.023847,           0.0013322,             0.87856,             0.81966,                0.87,             0.61816,            0.028936,            0.011193,          0.00091611,            0.003466,            0.003466,            0.003466
                  68,            0.032456,             0.02378,           0.0012393,             0.89506,             0.81125,             0.88153,             0.62006,            0.028808,            0.011143,          0.00088918,            0.003367,            0.003367,            0.003367
                  69,            0.032861,            0.024049,           0.0011535,             0.89562,             0.79387,             0.87094,             0.61008,            0.028967,            0.011434,            0.001879,            0.003268,            0.003268,            0.003268
                  70,            0.032696,            0.023597,            0.001204,             0.87099,             0.81517,             0.86223,             0.59606,            0.029797,            0.011691,           0.0012046,            0.003169,            0.003169,            0.003169
                  71,            0.032562,            0.023486,           0.0011126,             0.90065,             0.80699,              0.8738,             0.61249,            0.028862,            0.011407,          0.00074375,             0.00307,             0.00307,             0.00307
                  72,            0.032052,            0.023622,           0.0010998,             0.90145,              0.7993,             0.87177,              0.6188,            0.028762,             0.01145,          0.00083773,            0.002971,            0.002971,            0.002971
                  73,            0.032274,              0.0232,           0.0011798,             0.88657,             0.82029,             0.87568,             0.61177,            0.028854,            0.011272,          0.00088935,            0.002872,            0.002872,            0.002872
                  74,            0.031854,            0.023231,           0.0012383,             0.88955,             0.81834,             0.87579,              0.6157,            0.028722,            0.010972,           0.0010427,            0.002773,            0.002773,            0.002773
                  75,            0.032099,             0.02362,           0.0010501,             0.89583,             0.81365,             0.87524,             0.61825,            0.028535,            0.011112,          0.00059055,            0.002674,            0.002674,            0.002674
                  76,             0.03192,            0.023106,           0.0010694,             0.89733,             0.81439,             0.88239,             0.62282,             0.02827,            0.011191,          0.00058832,            0.002575,            0.002575,            0.002575
                  77,            0.032062,            0.023452,           0.0010595,             0.89335,             0.81263,             0.87807,             0.62235,            0.028424,            0.011396,          0.00061239,            0.002476,            0.002476,            0.002476
                  78,             0.03199,            0.023557,           0.0011343,             0.90064,             0.81365,             0.88325,             0.62127,            0.028718,            0.011346,          0.00078747,            0.002377,            0.002377,            0.002377
