               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.089348,             0.05151,            0.041776,             0.18618,             0.22039,            0.094723,            0.053376,            0.083377,            0.024134,            0.080887,            0.070769,           0.0032479,           0.0032479
                   1,             0.06828,            0.038996,            0.015471,             0.26747,             0.30591,             0.19678,            0.076325,            0.064926,            0.019569,            0.043971,            0.040651,           0.0064627,           0.0064627
                   2,            0.060262,            0.036351,            0.011194,             0.29946,             0.22208,             0.10352,            0.027506,            0.066094,            0.035133,            0.030943,            0.010412,           0.0095576,           0.0095576
                   3,            0.056402,            0.036063,            0.010876,             0.25593,             0.37249,             0.23346,            0.092533,            0.056386,             0.04707,            0.018478,             0.00946,             0.00946,             0.00946
                   4,            0.052882,            0.035739,           0.0078099,             0.44375,             0.51242,             0.43277,             0.19215,            0.052039,            0.031248,            0.011417,             0.00946,             0.00946,             0.00946
                   5,            0.050719,            0.034089,           0.0085748,             0.53876,             0.56987,             0.55261,             0.25897,            0.048984,            0.023019,           0.0052225,             0.00928,             0.00928,             0.00928
                   6,            0.050447,            0.033639,           0.0076089,             0.58676,             0.56583,             0.55582,             0.26743,            0.047083,            0.020282,            0.017701,              0.0091,              0.0091,              0.0091
                   7,            0.049128,            0.034075,           0.0071336,             0.59111,             0.61605,             0.63545,             0.33139,            0.045665,              0.0164,           0.0078506,             0.00892,             0.00892,             0.00892
                   8,            0.048067,            0.032594,            0.006095,             0.65032,              0.5957,             0.62812,             0.31626,             0.04519,            0.017263,           0.0056454,             0.00874,             0.00874,             0.00874
                   9,            0.047367,            0.032937,           0.0056466,             0.61741,             0.61715,              0.6234,             0.32743,            0.045649,             0.01543,           0.0047071,             0.00856,             0.00856,             0.00856
                  10,            0.046798,            0.032364,           0.0051902,             0.65746,             0.62132,             0.66898,             0.35471,            0.043944,            0.017623,           0.0029977,             0.00838,             0.00838,             0.00838
                  11,            0.046531,            0.031954,           0.0052215,             0.64361,             0.56326,             0.61475,             0.32375,            0.042757,            0.015458,           0.0074705,              0.0082,              0.0082,              0.0082
                  12,            0.045795,            0.031984,           0.0051275,             0.64941,             0.60923,             0.67292,             0.34799,            0.042908,            0.015336,           0.0079063,             0.00802,             0.00802,             0.00802
                  13,             0.04558,            0.032068,           0.0044123,             0.65743,             0.62807,             0.65799,             0.35359,            0.043812,            0.014912,           0.0041676,             0.00784,             0.00784,             0.00784
                  14,            0.044906,            0.031094,           0.0041333,             0.70354,             0.66529,             0.71188,              0.3914,            0.041758,            0.014682,           0.0016055,             0.00766,             0.00766,             0.00766
                  15,            0.044907,            0.031243,            0.003918,             0.74125,             0.63455,             0.70999,             0.39286,            0.040654,            0.014475,           0.0029882,             0.00748,             0.00748,             0.00748
                  16,            0.044285,            0.030864,           0.0034871,             0.71966,             0.67858,             0.72489,             0.40753,            0.041254,            0.014331,           0.0028673,              0.0073,              0.0073,              0.0073
                  17,            0.044146,             0.03097,            0.003897,             0.72096,             0.70362,             0.73543,             0.42042,            0.039434,            0.014342,           0.0023584,             0.00712,             0.00712,             0.00712
                  18,            0.043835,            0.030877,           0.0039617,             0.76253,             0.66286,             0.73127,             0.42456,            0.039633,            0.014191,           0.0027205,             0.00694,             0.00694,             0.00694
                  19,             0.04351,            0.030077,           0.0038667,             0.68766,             0.65241,             0.68451,             0.39058,            0.041683,            0.014162,           0.0083392,             0.00676,             0.00676,             0.00676
                  20,            0.043124,            0.030638,           0.0033025,             0.76175,             0.71941,             0.77205,             0.45241,             0.03831,            0.013584,           0.0016252,             0.00658,             0.00658,             0.00658
                  21,            0.042873,            0.029964,            0.003204,             0.75332,             0.71464,              0.7592,             0.44389,             0.03873,            0.014055,           0.0020044,              0.0064,              0.0064,              0.0064
                  22,            0.042873,            0.030141,           0.0033279,             0.78358,             0.71525,             0.75879,             0.42443,             0.03925,             0.01367,           0.0022812,             0.00622,             0.00622,             0.00622
                  23,            0.041798,            0.029382,           0.0031441,             0.74019,             0.72274,             0.75898,             0.44588,            0.038022,            0.013625,           0.0023512,             0.00604,             0.00604,             0.00604
                  24,              0.0421,            0.029598,            0.003012,             0.75852,             0.69367,             0.74758,             0.43556,            0.038626,            0.013832,           0.0033854,             0.00586,             0.00586,             0.00586
                  25,            0.041957,             0.02889,           0.0027657,             0.76555,             0.70516,             0.75643,             0.44689,            0.038477,            0.013748,           0.0034212,             0.00568,             0.00568,             0.00568
                  26,            0.041456,            0.029662,           0.0027018,              0.7952,             0.69787,             0.76127,              0.4495,            0.038236,            0.013434,           0.0015494,              0.0055,              0.0055,              0.0055
                  27,            0.041031,             0.02969,           0.0028369,             0.79354,              0.7448,             0.78542,              0.4728,            0.036662,            0.013712,           0.0015622,             0.00532,             0.00532,             0.00532
                  28,            0.040522,            0.029122,           0.0028747,             0.74345,             0.73343,              0.7732,             0.46614,            0.036874,            0.013688,           0.0020799,             0.00514,             0.00514,             0.00514
                  29,            0.041216,            0.028867,           0.0027612,             0.78946,              0.7121,             0.77861,             0.45771,            0.037102,            0.013441,           0.0034934,             0.00496,             0.00496,             0.00496
                  30,            0.040859,            0.028609,           0.0028507,             0.76948,             0.73637,             0.79106,             0.48814,            0.036189,            0.012971,           0.0015332,             0.00478,             0.00478,             0.00478
                  31,            0.041133,            0.029141,           0.0024224,              0.8091,             0.73276,             0.79846,             0.49184,            0.035763,            0.013235,           0.0011405,              0.0046,              0.0046,              0.0046
                  32,            0.039533,            0.027768,           0.0024109,             0.80535,             0.75869,             0.80113,             0.49362,            0.035982,             0.01295,           0.0013655,             0.00442,             0.00442,             0.00442
                  33,            0.039481,            0.029145,           0.0023392,             0.79283,             0.74482,             0.79531,              0.4901,            0.035651,            0.013141,           0.0018602,             0.00424,             0.00424,             0.00424
                  34,            0.040019,            0.028108,           0.0023288,             0.78659,             0.72655,             0.78655,             0.47949,            0.036627,            0.013557,           0.0026529,             0.00406,             0.00406,             0.00406
                  35,                0.04,            0.028755,           0.0026495,             0.83587,             0.71441,             0.79777,             0.49047,            0.036009,            0.012682,           0.0012207,             0.00388,             0.00388,             0.00388
                  36,            0.040229,            0.028404,           0.0023549,             0.80722,             0.71119,             0.78821,             0.48016,             0.03599,             0.01342,           0.0014576,              0.0037,              0.0037,              0.0037
                  37,            0.039362,            0.027647,           0.0024085,             0.78852,             0.74562,             0.79639,             0.50472,            0.035598,            0.012653,           0.0010439,             0.00352,             0.00352,             0.00352
                  38,            0.039284,            0.028145,           0.0022768,             0.83117,             0.73703,             0.79945,             0.50113,            0.035828,            0.013071,           0.0014343,             0.00334,             0.00334,             0.00334
                  39,             0.03977,            0.028444,           0.0019457,             0.79643,             0.76839,             0.81281,             0.52184,            0.034798,            0.012661,          0.00077586,             0.00316,             0.00316,             0.00316
