               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.090284,            0.069978,            0.075866,          0.00012355,           0.0060168,          6.5494e-05,          1.5726e-05,            0.086645,            0.028183,            0.079843,            0.070769,           0.0032479,           0.0032479
                   1,            0.083088,            0.056723,            0.049586,          0.00054237,            0.082427,          0.00033227,          8.6004e-05,            0.087018,            0.032978,            0.053253,            0.040651,           0.0064627,           0.0064627
                   2,            0.081841,            0.045468,            0.045356,             0.33761,            0.011782,           0.0016568,          0.00037251,            0.089284,            0.031176,            0.054947,            0.010412,           0.0095576,           0.0095576
                   3,            0.081451,            0.045809,            0.043772,          0.00051772,             0.11922,          0.00058352,          0.00012904,            0.093397,               0.024,            0.062573,             0.00946,             0.00946,             0.00946
                   4,            0.077823,            0.047614,            0.042439,            0.001957,             0.35457,           0.0023492,          0.00057706,            0.083791,            0.025091,             0.04845,             0.00946,             0.00946,             0.00946
                   5,            0.074567,            0.047047,            0.041087,           0.0033726,              0.1519,           0.0032974,          0.00079432,             0.09063,            0.021191,            0.053024,             0.00928,             0.00928,             0.00928
                   6,            0.073712,            0.046746,            0.039159,           0.0062161,             0.15528,            0.005934,           0.0012838,            0.095108,            0.019799,            0.056372,              0.0091,              0.0091,              0.0091
                   7,            0.072388,            0.046933,             0.03804,             0.66948,            0.019737,           0.0030531,          0.00056885,            0.093553,            0.021059,            0.057042,             0.00892,             0.00892,             0.00892
                   8,            0.069272,            0.044106,            0.036388,           0.0049381,             0.26915,           0.0083579,           0.0020168,            0.079473,            0.022447,            0.042087,             0.00874,             0.00874,             0.00874
                   9,            0.068848,            0.043931,            0.033088,            0.061568,             0.16769,            0.046235,            0.014773,            0.075914,            0.022524,            0.040948,             0.00856,             0.00856,             0.00856
                  10,            0.068325,            0.043739,            0.031514,             0.04715,             0.10108,            0.054703,             0.01883,            0.084238,            0.020323,            0.045242,             0.00838,             0.00838,             0.00838
                  11,            0.068217,            0.043105,            0.031049,             0.74045,             0.10745,             0.10271,            0.040527,            0.071702,            0.022327,            0.040077,              0.0082,              0.0082,              0.0082
                  12,            0.066361,            0.042884,            0.030177,             0.31501,             0.22934,             0.13137,            0.052074,            0.071689,            0.019943,            0.045386,             0.00802,             0.00802,             0.00802
                  13,            0.066178,            0.043167,            0.029009,             0.62699,             0.17226,             0.14986,            0.061222,             0.07396,            0.019849,            0.042557,             0.00784,             0.00784,             0.00784
                  14,            0.066123,             0.04235,            0.027995,             0.35876,             0.24635,             0.16537,            0.064535,            0.068804,            0.020539,            0.036118,             0.00766,             0.00766,             0.00766
                  15,            0.066349,            0.042381,            0.028067,             0.28611,             0.25972,             0.24158,             0.10072,            0.066967,            0.019425,            0.038844,             0.00748,             0.00748,             0.00748
                  16,            0.065617,            0.041967,            0.026804,             0.30835,             0.22875,             0.13386,            0.052975,            0.070265,            0.019398,            0.047362,              0.0073,              0.0073,              0.0073
