               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.071579,            0.046166,             0.01823,            0.062443,             0.34602,            0.071754,            0.021399,            0.070935,            0.026045,            0.056296,            0.070769,           0.0032479,           0.0032479
                   1,            0.052104,            0.034156,           0.0064416,             0.66009,             0.50506,              0.5687,             0.27224,            0.050104,            0.017678,             0.01489,            0.040651,           0.0064627,           0.0064627
                   2,            0.047427,            0.031551,           0.0048097,             0.58489,             0.54327,             0.54774,             0.26873,             0.04904,            0.018613,            0.016993,            0.010412,           0.0095576,           0.0095576
                   3,            0.046407,            0.031806,           0.0061586,              0.5951,             0.50767,             0.47529,             0.23514,             0.04716,            0.025206,            0.011879,             0.00946,             0.00946,             0.00946
                   4,            0.044784,            0.031482,           0.0050468,             0.67126,             0.63642,             0.69312,             0.36957,            0.042927,            0.019144,           0.0045035,             0.00946,             0.00946,             0.00946
                   5,            0.043296,            0.030271,           0.0046932,             0.71928,             0.66785,             0.70735,             0.39655,            0.040887,            0.016114,           0.0054008,             0.00928,             0.00928,             0.00928
                   6,            0.043387,            0.029871,           0.0044232,             0.75453,             0.62745,             0.71533,             0.39249,            0.042772,            0.015745,           0.0078779,              0.0091,              0.0091,              0.0091
                   7,            0.041955,            0.029981,            0.004013,             0.74931,             0.68189,             0.75068,             0.44474,            0.039724,            0.014983,           0.0034529,             0.00892,             0.00892,             0.00892
                   8,            0.041453,            0.028962,           0.0035578,             0.71808,             0.65097,             0.70703,             0.39307,            0.039751,            0.014631,           0.0082226,             0.00874,             0.00874,             0.00874
                   9,            0.040797,            0.029063,           0.0032245,             0.75727,             0.70462,              0.7568,              0.4555,            0.037215,             0.01447,           0.0022152,             0.00856,             0.00856,             0.00856
                  10,            0.040281,              0.0286,           0.0031035,             0.69419,             0.60941,             0.67708,             0.37693,            0.041125,            0.016095,           0.0063073,             0.00838,             0.00838,             0.00838
                  11,            0.040538,            0.028397,            0.003203,             0.80251,              0.7423,             0.79308,             0.49602,            0.036896,            0.013405,           0.0020508,              0.0082,              0.0082,              0.0082
                  12,            0.039548,            0.028137,           0.0026742,              0.8301,             0.72617,             0.80178,             0.48705,            0.036503,            0.013077,            0.001389,             0.00802,             0.00802,             0.00802
                  13,            0.039444,            0.028214,           0.0024941,             0.80672,             0.73492,             0.80267,             0.49021,            0.035678,            0.013473,           0.0012165,             0.00784,             0.00784,             0.00784
                  14,            0.039069,             0.02737,           0.0022008,             0.82714,             0.73125,             0.80906,             0.51085,            0.034741,            0.012905,           0.0016834,             0.00766,             0.00766,             0.00766
